id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
GLI3	GLI3	2.29045E+00	0	Transcription factor	BrainSpLMD|2737;Eurexp|euxassay_018378|axial skeleton, mesenchyme, phalanx, ventricular layer;BrainSpMouseDev|14410	OMIM|165240;HPO|2737|1-5 toe syndactyly, 3-4 finger syndactyly, Abnormal lung lobation, Abnormality of earlobe, Accelerated skeletal maturation, Anal atresia, Aplasia/Hypoplasia of the corpus callosum, Autosomal dominant inheritance, Bifid epiglottis, Broad hallux phalanx, Broad thumb, Cryptorchidism, Dandy-Walker malformation, Decreased circulating cortisol level, Decreased testicular size, Distal shortening of limbs, Distal urethral duplication, Dysplastic distal thumb phalanges with a central hole, Ectopic kidney, Esophageal atresia, Finger syndactyly, Frontal bossing, Growth hormone deficiency, High forehead, Hip dislocation, Holoprosencephaly, Hydronephrosis, Hydroureter, Hypertelorism, Hypoplasia of the epiglottis, Intellectual disability, severe, Intrauterine growth retardation, Laryngeal cleft, Macrocephaly, Mesoaxial foot polydactyly, Mesoaxial hand polydactyly, Micropenis, Nail dysplasia, Neonatal death, Panhypopituitarism, Postaxial foot polydactyly, Postaxial hand polydactyly, Preaxial foot polydactyly, Preaxial polydactyly, Precocious puberty, Preductal coarctation of the aorta, Prominent occiput, Radial head subluxation, Renal cyst, Renal dysplasia, Renal hypoplasia, Scaphocephaly, Seizures, Short nose, Short stature, Sloping forehead, Telecanthus, Thyroid dysgenesis, Toe syndactyly, Tracheoesophageal fistula, Trigonocephaly, Triphalangeal thumb, Variable expressivity, Ventricular septal defect, Wide nasal bridge
ANGPTL1	ANGPTL1	2.28602E+00	0	Secreted polypeptide	BrainSpLMD|9068;Eurexp|euxassay_011312|axial skeleton, basioccipital bone, basisphenoid bone, cartilaginous ring, diaphragm, greater sac, handplate, mesenchyme, midgut, naris, oesophagus, orbito-sphenoid, otic capsule, peritoneal cavity, rectum, rib, skeletal muscle, sternum, turbinate bones, valve;BrainSpMouseDev|48554	OMIM|603874
ADHFE1	ADHFE1	2.26018E+00	1.30E-12	Enzyme: Dehydrogenase	BrainSpLMD|137872;Eurexp|euxassay_018617|basisphenoid bone, calyces, exoccipital bone, meninges, nucleus pulposus, orbito-sphenoid, otic capsule, pectoral girdle and thoracic body wall, rib, skeletal muscle, supraoccipital cartilage condensation, turbinate, turbinate bones, ventral grey horn, ventricular layer	OMIM|611083
TAGLN2	TAGLN2	2.25968E+00	0	Unclassified	BrainSpLMD|8407;Eurexp|euxassay_001884|ventricular layer;BrainSpMouseDev|21107	OMIM|604634
CYR61	CYR61	2.25635E+00	0	Extracellular matrix protein	BrainSpLMD|3491;BrainSpMouseDev|15780	OMIM|602369
FAM182B	FAM182B	2.24618E+00	0			
VAT1L	VAT1L	2.24394E+00	0	Unclassified	BrainSpLMD|57687;Eurexp|euxassay_004685|adenohypophysis, body-wall mesenchyme, cervical, cervico-thoracic, choroid plexus, dorsal root ganglion, facial VII, glossopharyngeal IX, head mesenchyme, lateral recess, mantle layer, marginal layer, mesenchyme, thoracic, trigeminal V, vagus X, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|92920	
ANKFN1	ANKFN1	2.24326E+00	0	Unclassified	BrainSpLMD|162282	
FAM84B	FAM84B	2.23096E+00	0	Unclassified	BrainSpLMD|157638;Eurexp|euxassay_012212|choroid plexus, fundus, marginal layer, metanephros, molar, stomach, submandibular gland primordium, vibrissa	OMIM|609483
GRIN2A	GRIN2A	2.21841E+00	0	Extracellular ligand gated channel	BrainSpLMD|2903;Eurexp|euxassay_016594|extrinsic ocular muscle, mantle layer, mesenchyme, phalanx, skeletal muscle, ventral grey horn;BrainSpMouseDev|14587	SFARI||Autism, 4 - Minimal evidence;OMIM|138253;COSMIC||melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma, Focal epilepsy and speech disorder with or without mental retardation;HPO|2903|Agnosia, Aphasia, Attention deficit hyperactivity disorder, Autosomal dominant inheritance, Delayed speech and language development, Dysphasia, EEG with centrotemporal focal spike waves, Incomplete penetrance, Seizures, Speech apraxia, Variable expressivity
TFAP2C	TFAP2C	2.17963E+00	0	Transcription factor	BrainSpLMD|7022;BrainSpMouseDev|21181	OMIM|601602
EGFR	EGFR	2.16268E+00	0	Receptor tyrosine kinase	BrainSpLMD|1956;Eurexp|euxassay_002564|axial skeleton, cervical region, diaphragm, epidermis, intermediate grey horn, lumbar region, mandible, mantle layer, maxilla, mesenchyme, nasal septum, phalanx, pharyngo-tympanic tube, primary palate, rib, sacral region, thoracic region, trachea, turbinate bones, upper arm, ventricular layer, vibrissa;BrainSpMouseDev|13427	OMIM|131550;COSMIC||glioma, NSCLC, NSCLC;HPO|1956|Alveolar cell carcinoma, Autosomal recessive inheritance, Epidermal acanthosis, Failure to thrive, Hypertension, Long eyelashes, Papule, Pustule, Recurrent bronchiolitis, Recurrent pneumonia, Vomiting
LTBP1	LTBP1	2.15293E+00	0	Extracellular matrix protein	BrainSpLMD|4052	OMIM|150390
GPX3	GPX3	2.15094E+00	0	Enzyme: Peroxidase	BrainSpLMD|2878;Eurexp|euxassay_003296|foregut-midgut junction, hindgut, incisor, left atrium, midgut, right atrium, stomach;BrainSpMouseDev|14554	OMIM|138321
LIPG	LIPG	2.14315E+00	0	Enzyme: Lipase	BrainSpLMD|9388;Eurexp|euxassay_018714|4th ventricle, incisor, larynx, lung, metanephros, midgut, molar, naris, nasal septum, olfactory, rectum, respiratory, submandibular gland primordium, thymus primordium, thyroid, ventricular layer, vibrissa	OMIM|603684
TKTL1	TKTL1	2.14247E+00	1.29E-14	Enzyme: Transketolase	BrainSpLMD|8277	OMIM|300044
PPARGC1A	PPARGC1A	2.13211E+00	0	Transcription regulatory protein	BrainSpLMD|10891;Eurexp|euxassay_006699|anterior, calyces, dorsal root ganglion, external, facial VII, fundus region, incisor, left ventricle, mantle layer, mesenchyme, oral epithelium, posterior, right ventricle, trigeminal V, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|18780	OMIM|604517;HPO|10891|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
HES1	HES1	2.13094E+00	0	Transcription factor	BrainSpLMD|3280;Eurexp|euxassay_019489|epithelium, floor plate, floorplate, hindgut, incisor, larynx, lung, metanephros, metatarsus, midgut, molar, neural retina, oesophagus, olfactory, oral epithelium, pancreas, phalanx, pharyngo-tympanic tube, skeleton, stomach, submandibular gland primordium, thymus primordium, thyroid, trachea, urethra, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|14981	OMIM|139605
MEGF10	MEGF10	2.11897E+00	0	Structural protein	BrainSpLMD|84466	SFARI||Autism, 4 - Minimal evidence;OMIM|612453;HPO|84466|Areflexia, Autosomal recessive inheritance, Camptodactyly of finger, Cleft palate, Congenital onset, Decreased fetal movement, Diaphragmatic paralysis, Difficulty running, Dysphagia, Facial palsy, Failure to thrive, High palate, Hyporeflexia, Motor delay, Nasal speech, Neonatal hypotonia, Pectus excavatum, Poor head control, Respiratory distress, Respiratory failure, Restrictive ventilatory defect, Scoliosis, Talipes equinovarus, Variable expressivity
GFAP	GFAP	2.09745E+00	0	Structural protein	BrainSpLMD|2670;BrainSpMouseDev|14356	OMIM|137780;HPO|2670|Ataxia, Autosomal dominant inheritance, Bulbar signs, Developmental regression, Diffuse demyelination of the cerebral white matter, Hydrocephalus, Increased CSF protein, Infantile onset, Progressive macrocephaly, Seizures, Spasticity
S1PR3	S1PR3	2.06902E+00	0	G protein coupled receptor		OMIM|601965
AC116366.6	AC116366.6	2.02825E+00	4.28E-11			
MCAM	MCAM	2.02617E+00	0	Adhesion molecule	BrainSpLMD|4162	OMIM|155735
CLU	CLU	2.02237E+00	0	Complement protein	BrainSpLMD|1191;BrainSpMouseDev|12543	OMIM|185430
Z83001.1	Z83001.1	2.01917E+00	0			
PLCH1	PLCH1	2.00481E+00	0	Unclassified	BrainSpMouseDev|92752	OMIM|612835
RP11.76I14.1	RP11.76I14.1	1.99962E+00	0			
BOC	BOC	1.99389E+00	0	Cell surface receptor	BrainSpLMD|91653;Eurexp|euxassay_005272|intermediate grey horn, mantle layer, marginal layer, mesenchyme, trachea, ventricular layer;BrainSpMouseDev|78669	OMIM|608708
CSRP1	CSRP1	1.99191E+00	3.21E-13	Adapter molecule	BrainSpLMD|1465;Eurexp|euxassay_019749|aorta, axial skeleton, bladder, clavicle, cortical region, hindgut, incisor, lung, mesenchyme, metanephros, midgut, molar, oesophagus, palatal shelf, skeletal muscle, stomach, submandibular gland primordium, trachea, ureter, vibrissa	OMIM|123876
LPAR4	LPAR4	1.96543E+00	6.62E-13	G protein coupled receptor	BrainSpLMD|2846;Eurexp|euxassay_008259|axial skeleton, basisphenoid bone, clavicle, diaphragm, femur, fibula, footplate, handplate, humerus, knee, metatarsus, midgut, naris, nasal septum, otic capsule, paraxial mesenchyme, phalanx, rest of mesenchyme, rib, skeletal muscle, sternum, stomach, thyroid, tibia, tongue, turbinate bones, ventricle, vertebral axis muscle system	OMIM|300086
FZD8	FZD8	1.95635E+00	0	G protein coupled receptor	BrainSpLMD|8325;BrainSpMouseDev|14146	OMIM|606146
ITGB8	ITGB8	1.95389E+00	0	Cell surface receptor	BrainSpLMD|3696;Eurexp|euxassay_011385|axial skeleton, brachial plexus, nasal cavity, optic chiasma, optic nerve, phalanx, submandibular gland primordium, testis, valve, ventricular layer, vibrissa;BrainSpMouseDev|107845	OMIM|604160
ADAM33	ADAM33	1.95367E+00	1.89E-15	Metallo protease	BrainSpLMD|80332	OMIM|607114
PCGF5	PCGF5	1.94088E+00	0	Ubiquitin proteasome system protein	BrainSpLMD|84333	OMIM|617407
COL4A6	COL4A6	1.93499E+00	0	Extracellular matrix protein	BrainSpLMD|1288;Eurexp|euxassay_009999|associated mesenchyme, basioccipital bone, clavicle, femur, fibula, humerus, lens, mandible, maxilla, meninges, nasal septum, orbito-sphenoid, otic capsule, petrous part, phalanx, renal/urinary system, rib, submandibular gland primordium, tibia, trunk mesenchyme, turbinate bones, vault of skull	OMIM|303631;HPO|1288|Cochlear malformation, Hearing impairment, X-linked recessive inheritance
HEATR5A	HEATR5A	1.93277E+00	0	Unclassified	BrainSpLMD|25938;Eurexp|euxassay_011074|glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventricle	
PARD3B	PARD3B	1.92739E+00	0	Unclassified	BrainSpLMD|117583;Eurexp|euxassay_009412|olfactory, ventricular layer, vomeronasal organ	SFARI||Autism, 3 - Suggestive evidence
PAWR	PAWR	1.92613E+00	0	Transcription regulatory protein	BrainSpLMD|5074;Eurexp|euxassay_014184|bladder, floor plate, floorplate, left lung, neural retina, olfactory, right lung, submandibular gland primordium, urethra, ventricular layer;BrainSpMouseDev|77498	OMIM|601936
EGR1	EGR1	1.92216E+00	0	Transcription factor	BrainSpLMD|1958;Eurexp|euxassay_008911|mesenchyme;BrainSpMouseDev|13431	OMIM|128990
CREB5	CREB5	1.91919E+00	0	Transcription factor	BrainSpLMD|9586;Eurexp|euxassay_016386|axial skeleton, oral epithelium	
EVA1C	EVA1C	1.91131E+00	0	Integral membrane protein	BrainSpLMD|59271;Eurexp|euxassay_007192|cochlea, ventricular layer	
LRP10	LRP10	1.90820E+00	2.32E-13	Cell surface receptor	BrainSpLMD|26020	OMIM|609921
LRRC3B	LRRC3B	1.90390E+00	0	Unclassified	BrainSpLMD|116135	
ARC	ARC	1.89608E+00	0	Cytoskeletal associated protein	BrainSpMouseDev|11625	OMIM|612461
MAFF	MAFF	1.89094E+00	0	Transcription factor	BrainSpLMD|23764	OMIM|604877
MAST4	MAST4	1.87238E+00	0	Unclassified	BrainSpLMD|375449;Eurexp|euxassay_011099|mantle layer, marginal layer, thymus primordium, ventral grey horn	
MIR29B1	MIR29B1	1.87129E+00	1.11E-16			OMIM|610783
SHROOM3	SHROOM3	1.85230E+00	0	Adapter molecule	BrainSpLMD|57619;Eurexp|euxassay_012216|cortex, midgut, olfactory, ventricular layer, vertebral axis muscle system	OMIM|604570
LRIG3	LRIG3	1.84333E+00	0	Unclassified	BrainSpLMD|121227	OMIM|608870;COSMIC||NSCLC
HTR2A	HTR2A	1.84326E+00	2.51E-11	G protein coupled receptor	BrainSpLMD|3356;BrainSpMouseDev|15333	SFARI||Autism, 5 - Hypothesized but untested;OMIM|182135
MOXD1	MOXD1	1.84088E+00	0	Enzyme: Oxygenase	BrainSpLMD|26002	OMIM|609000
DNMBP	DNMBP	1.84036E+00	6.01E-14	Guanine nucleotide exchange factor	BrainSpLMD|23268;Eurexp|euxassay_016234|lens	OMIM|611282
GPR98	GPR98	1.82351E+00	0			
GULP1	GULP1	1.80571E+00	0	Adapter molecule	BrainSpLMD|51454	OMIM|608165
AJUBA	AJUBA	1.80046E+00	0	Cell cycle control protein	BrainSpLMD|84962	OMIM|609066
THBS2	THBS2	1.79761E+00	5.55E-16	Extracellular matrix protein	BrainSpLMD|7058	OMIM|188061
LGALS3BP	LGALS3BP	1.78308E+00	2.55E-15	Extracellular matrix protein	BrainSpLMD|3959;Eurexp|euxassay_002816|axial muscle, choroid plexus, foregut-midgut junction, hindgut, integumental system, lateral recess, lobe, midgut, pancreas, rectum, renal/urinary system, stomach, thymus primordium	OMIM|600626
PAX6	PAX6	1.78050E+00	0	Transcription factor	BrainSpLMD|5080;BrainSpMouseDev|18274	SFARI||Autism, No category;OMIM|607108;HPO|5080|Abnormal best corrected visual acuity test, Abnormality of movement, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the vagina, Abnormality of vision, Amblyopia, Aniridia, Aplasia/Hypoplasia of the iris, Aplasia/Hypoplasia of the macula, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Cerebellar hypoplasia, Chorioretinal coloboma, Congenital glaucoma, Congenital nystagmus, Contiguous gene syndrome, Corneal opacity, Cryptorchidism, Displacement of the external urethral meatus, EEG abnormality, Everted lower lip vermilion, Generalized hyperpigmentation, Glaucoma, Global developmental delay, Hearing abnormality, Hypoplasia of the corpus callosum, Hypoplasia of the fovea, Hypoplasia of the iris, Hypospadias, Intellectual disability, Keratitis, Mask-like facies, Microcephaly, Micrognathia, Motor delay, Muscular hypotonia, Nephroblastoma, Nystagmus, Opacification of the corneal stroma, Optic atrophy, Optic disc hypoplasia, Optic nerve aplasia, Optic nerve coloboma, Optic nerve hypoplasia, Peripheral vitreous opacities, Peters anomaly, Postural tremor, Presenile cataracts, Pseudopapilledema, Ptosis, Reduced visual acuity, Retinal detachment, Scanning speech, Short stature, Slurred speech, Somatic mutation, Strabismus, Streak ovary, Visual impairment, Visual loss
PDLIM3	PDLIM3	1.77941E+00	0	Unclassified	BrainSpLMD|27295	OMIM|605889
PSAT1	PSAT1	1.76905E+00	0	Enzyme: Aminotransferase	BrainSpLMD|29968;Eurexp|euxassay_001596|cranium, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|610936;HPO|29968|Abnormality of the philtrum, Abnormality of the pinna, Absent septum pellucidum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Broad foot, Cerebellar hypoplasia, Cerebellar vermis hypoplasia, Cleft palate, Congenital onset, Dandy-Walker malformation, Decreased fetal movement, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Feeding difficulties in infancy, Global developmental delay, High palate, Hypertelorism, Hypertonia, Hypoglycinemia, Hypogonadism, Hyposerinemia, Ichthyosis, Infantile onset, Intrauterine growth retardation, Lack of skin elasticity, Large hands, Lissencephaly, Low-set ears, Macrogyria, Macrotia, Microcephaly, Micrognathia, Muscle cramps, Muscular dystrophy, Opisthotonus, Pachygyria, Polyhydramnios, Polymicrogyria, Postnatal microcephaly, Proptosis, Rocker bottom foot, Scoliosis, Seizures, Short neck, Skeletal muscle atrophy, Sloping forehead, Thick vermilion border, Trismus
SALL3	SALL3	1.76591E+00	0	DNA binding protein	BrainSpLMD|27164;Eurexp|euxassay_010911|cochlea, glomeruli, inner ear, lip, mantle layer, medulla oblongata, palatal shelf, penis, utricle, valve, ventricular layer;BrainSpMouseDev|20451	OMIM|605079
CTD.2266L18.1	CTD.2266L18.1	1.76505E+00	0			
FGFBP3	FGFBP3	1.75906E+00	0	Unclassified	BrainSpLMD|143282;Eurexp|euxassay_000173|basal columns, basal plate, corpus striatum, floor plate, floorplate, mantle layer, metencephalon, spinal cord, ventral grey horn, ventricular layer	SFARI||Autism, 5 - Hypothesized but untested
PALLD	PALLD	1.75047E+00	0	Unclassified	BrainSpLMD|23022	OMIM|608092
YBX3	YBX3	1.74713E+00	0	DNA binding protein	BrainSpLMD|8531	OMIM|603437
GATM	GATM	1.73346E+00	0	Enzyme: Amidinotransferase	BrainSpLMD|2628;Eurexp|euxassay_005674|diaphragm, footplate, frenulum, handplate, lower leg, paraxial mesenchyme, shoulder, skeletal muscle, upper arm, upper leg, vertebral axis muscle system	SFARI||Autism, No category;OMIM|602360;HPO|2628|Abnormality of creatine metabolism, Autism, Autosomal recessive inheritance, Delayed speech and language development, Failure to thrive, Global developmental delay, Infantile onset, Intellectual disability, Organic aciduria
TNFRSF19	TNFRSF19	1.73229E+00	0	Cell surface receptor	BrainSpLMD|55504;Eurexp|euxassay_000124|associated mesenchyme, cartilage condensation, cerebral cortex, epithelium, facial bones primordia, frontal bone primordium, heart, incisor, lung, main bronchus, mandible, maxilla, mesenchyme, optic foramen, palatal shelf, perioptic mesenchyme, premaxilla, primary palate, skeletal muscle, skeleton, spleen primordium, submandibular gland primordium, vibrissa	OMIM|606122
EEPD1	EEPD1	1.72889E+00	1.11E-16	DNA binding protein	BrainSpLMD|80820;Eurexp|euxassay_002552|dorsal root ganglion, facial VII, orbito-sphenoid, trigeminal V	OMIM|617192
GPR126	GPR126	1.72853E+00	8.50E-13			
BMP7	BMP7	1.72694E+00	0	Ligand	BrainSpLMD|655;BrainSpMouseDev|11948	OMIM|112267
HEG1	HEG1	1.72163E+00	0	Calcium binding protein	BrainSpLMD|57493;Eurexp|euxassay_005510|ventricular layer	OMIM|614182
LAMB2	LAMB2	1.71940E+00	5.92E-12	Extracellular matrix protein	BrainSpLMD|3913	OMIM|150325;HPO|3913|Areflexia, Autosomal recessive inheritance, Blindness, Diffuse mesangial sclerosis, Edema, Generalized hypotonia, Hypoplasia of the ciliary body, Hypoplasia of the iris, Hypoproteinemia, Myopia, Neonatal onset, Nephrotic syndrome, Nystagmus, Posterior lenticonus, Proteinuria, Stage 5 chronic kidney disease, Strabismus
PMP22	PMP22	1.71864E+00	0	Integral membrane protein	BrainSpLMD|5376	OMIM|601097;HPO|5376|Abnormality of the immune system, Acute demyelinating polyneuropathy, Areflexia, Autosomal dominant inheritance, Autosomal recessive inheritance, Childhood onset, Cold-induced muscle cramps, Decreased motor nerve conduction velocity, Decreased number of peripheral myelinated nerve fibers, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Foot dorsiflexor weakness, Gait ataxia, Gait disturbance, Generalized hypotonia, Hammertoe, Hearing impairment, Heterogeneous, Hypertrophic nerve changes, Hyporeflexia, Increased CSF protein, Infantile onset, Insidious onset, Juvenile onset, Kyphoscoliosis, Motor delay, Muscle weakness, Myelin outfoldings, Onion bulb formation, Paresthesia, Pes cavus, Scoliosis, Segmental peripheral demyelination/remyelination, Sensorineural hearing impairment, Sensory ataxia, Slow progression, Split hand, Steppage gait, Talipes calcaneovalgus, Ulnar claw, Upper limb postural tremor, Variable expressivity, Vocal cord paralysis
RP11.138A9.1	RP11.138A9.1	1.71237E+00	2.80E-14			
LDLR	LDLR	1.70883E+00	0	Cell surface receptor	BrainSpLMD|3949;Eurexp|euxassay_010458|adrenal gland, cervical, cervico-thoracic, clavicle, hindgut, incisor, mandible, maxilla, metanephros, midgut, orbito-sphenoid, otic capsule, rib, submandibular gland primordium, thoracic, turbinate, ventral grey horn	OMIM|606945;HPO|3949|Abnormality of internal carotid artery, Angina pectoris, Aortic atherosclerosis, Autosomal dominant inheritance, Cerebral artery atherosclerosis, Corneal arcus, Coronary atherosclerosis, Dyspnea, Heart murmur, Hepatic steatosis, Hypercholesterolemia, Hyperlipidemia, Hypertension, Increased circulating low-density lipoprotein levels, Left ventricular failure, Myocardial infarction, Myocardial steatosis, Peripheral arterial stenosis, Precocious atherosclerosis, Premature arteriosclerosis, Premature coronary artery disease, Renal artery stenosis, Sudden cardiac death, Xanthelasma
NRG1	NRG1	1.70253E+00	0	Growth factor	BrainSpLMD|3084;Eurexp|euxassay_007625|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, olfactory, testis, trigeminal V, ventral grey horn, ventricular layer, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|84285	SFARI||Autism, 5 - Hypothesized but untested;OMIM|142445;COSMIC||NSCLC
CXCL12	CXCL12	1.69761E+00	2.00E-13	Chemokine;Cytokine	BrainSpLMD|6387;Eurexp|euxassay_005766|aorta, axial muscle, bladder, cranial muscle, ductus deferens, extrinsic ocular muscle, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, lip, maxillary division, meninges, mesenchyme, metanephros, penis, physiological umbilical hernia, rest of mesenchyme, rib, testis, tongue, turbinate bones;BrainSpMouseDev|20078	OMIM|600835
GNG12	GNG12	1.69369E+00	0	G protein	BrainSpLMD|55970;Eurexp|euxassay_002072|ventricular layer	OMIM|615405
