id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
PPM1D	PPM1D	1.62917E+00	2.61E-05	Serine/threonine phosphatase	BrainSpLMD|8493	SFARI||Autism, No category;OMIM|605100;COSMIC||glioma, ovarian cancer, breast cancer;HPO|8493|Anteverted nares, Anxiety, Attention deficit hyperactivity disorder, Autistic behavior, Autosomal dominant inheritance, Brachydactyly, Breast carcinoma, Broad forehead, Broad-based gait, Constipation, Delayed speech and language development, Feeding difficulties, Gastroesophageal reflux, Generalized hypotonia, Global developmental delay, Heterogeneous, Hyperlordosis, Hypermetropia, Intellectual disability, Low-set ears, Obsessive-compulsive behavior, Posteriorly rotated ears, Short foot, Short stature, Small hand, Small nail, Strabismus, Thin upper lip vermilion, Vomiting, Wide mouth
TMEM97	TMEM97	1.62717E+00	0.000346427	Unclassified	BrainSpLMD|27346;Eurexp|euxassay_006766|axial skeleton, clavicle, cranium, digit 1, digit 2, digit 3, digit 4, digit 5, femur, fibula, handplate, humerus, incisor, liver, mandible, maxilla, naris, pancreas, petrous part, radius, rib, scapula, submandibular gland primordium, tibia, turbinate bones, ulna, vibrissa	OMIM|612912
NR2E1	NR2E1	1.62701E+00	0.000289836	Nuclear receptor	BrainSpLMD|7101;Eurexp|euxassay_007190|epidermis, olfactory, retina, ventricular layer;BrainSpMouseDev|21664	OMIM|603849
SNHG15	SNHG15	1.62478E+00	0.000130554			
TCF7L2	TCF7L2	1.62072E+00	3.37E-05	Transcription factor	BrainSpLMD|6934;Eurexp|euxassay_019472|lip, mantle layer, mesenchyme, midgut, pancreas, phalanx, skeletal muscle, sternum, stomach, trachea, ventricular layer, vertebral axis muscle system, vibrissa;BrainSpMouseDev|21177	SFARI||Autism, 3 - Suggestive evidence;OMIM|602228;COSMIC||colorectal
SPC24	SPC24	1.61670E+00	0.000344923	Cell cycle control protein	BrainSpLMD|147841;Eurexp|euxassay_006353|ventricular layer	OMIM|609394
CCDC181	CCDC181	1.61451E+00	0.000438571	Unclassified	BrainSpLMD|57821;Eurexp|euxassay_004163|3rd ventricle, 4th ventricle, choroid invagination	
HSPH1	HSPH1	1.59804E+00	5.11E-15	Heat shock protein;Chaperone	BrainSpLMD|10808	OMIM|610703
CENPU	CENPU	1.58090E+00	1.04E-05	Unclassified	BrainSpLMD|79682	OMIM|611511
PBK	PBK	1.56797E+00	1.38E-06	Serine/threonine kinase	BrainSpLMD|55872;Eurexp|euxassay_018747|adrenal gland, cervical, cervico-thoracic, incisor, liver, mandible, marginal layer, maxilla, metanephros, molar, naris, neural retina, olfactory, pancreas, sublingual gland primordium, thoracic, thymus primordium, thyroid, ventral grey horn, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ	OMIM|611210
UQCRFS1	UQCRFS1	1.56099E+00	0.00348158	Enzyme: Reductase	BrainSpLMD|7386	OMIM|191327
WBP4	WBP4	1.54726E+00	0.002451462	RNA binding protein	BrainSpLMD|11193	OMIM|604981
CCDC18	CCDC18	1.54530E+00	0.006641505	T cell antigen receptor	BrainSpLMD|343099	
PLAG1	PLAG1	1.54468E+00	3.13E-07	Transcription factor	BrainSpLMD|5324	OMIM|603026;COSMIC||salivary adenoma, lipoblastoma;HPO|5324|Autosomal dominant inheritance, Salivary gland neoplasm, Somatic mutation
CENPN	CENPN	1.54415E+00	0.000665662	Unclassified	BrainSpLMD|55839	OMIM|611509
RBBP8	RBBP8	1.54020E+00	7.30E-06	Transcription regulatory protein	BrainSpLMD|5932	OMIM|604124;HPO|5932|4-5 toe syndactyly, Abnormality of dental enamel, Absent earlobe, Absent fourth finger distal interphalangeal crease, Aggressive behavior, Autosomal recessive inheritance, Cachexia, Cerebellar hypoplasia, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Congenital microcephaly, Convex nasal ridge, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Few cafe-au-lait spots, Glaucoma, Growth delay, Hallux valgus, Heart murmur, Hip dysplasia, Hypospadias, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Microcephaly, Microdontia, Microglossia, Micrognathia, Microphthalmia, Mild global developmental delay, Narrow face, Narrow forehead, Prematurely aged appearance, Prominent nose, Reduced number of teeth, Retrognathia, Sandal gap, Short middle phalanx of the 5th finger, Short stature, Single interphalangeal crease of fifth finger, Small for gestational age, Sparse scalp hair, Thoracic scoliosis
KIF15	KIF15	1.52986E+00	1.76E-06	Cell cycle control protein	BrainSpLMD|56992	OMIM|617569
BNIP3	BNIP3	1.52522E+00	0.000572337	Unclassified	BrainSpLMD|664;Eurexp|euxassay_004164|axial skeleton, clavicle, epithelium, mesenchyme, midgut, olfactory, stomach, ventricle	OMIM|603293
NDC80	NDC80	1.52217E+00	0.003060191	Cell cycle control protein	BrainSpLMD|10403;Eurexp|euxassay_006923|embryo	OMIM|607272
RAD51AP1	RAD51AP1	1.51842E+00	0.00367229	DNA binding protein	BrainSpLMD|10635;Eurexp|euxassay_010685|ventricular layer	OMIM|603070
PCNA	PCNA	1.51155E+00	0.000493326	Cell cycle control protein	BrainSpLMD|5111;Eurexp|euxassay_005732|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, spinal cord, ventricular layer	OMIM|176740;HPO|5111|Ataxia, Autosomal recessive inheritance, Cerebellar atrophy, Conjunctival telangiectasia, Cutaneous photosensitivity, Dysarthria, Dysphagia, Global developmental delay, Muscle weakness, Neurodegeneration, Pes cavus, Photophobia, Progressive, Progressive muscle weakness, Short stature, Unsteady gait
HMGN2	HMGN2	1.51029E+00	2.07E-10	Transcription regulatory protein	BrainSpLMD|3151;Eurexp|euxassay_007442|embryo;BrainSpMouseDev|15106	OMIM|163910
SNHG1	SNHG1	1.50171E+00	0.000263272			OMIM|603222
DDIT3	DDIT3	1.50162E+00	1.58E-05	Transcription factor	BrainSpLMD|1649;Eurexp|euxassay_009824|olfactory;BrainSpMouseDev|12978	OMIM|126337;COSMIC||liposarcoma;HPO|1649|Myxoid liposarcoma, Somatic mutation, Subcutaneous nodule
RP11.490K7.4	RP11.490K7.4	1.50066E+00	0.000515286			
HIST1H4C	HIST1H4C	1.49863E+00	2.87E-06	DNA binding protein	BrainSpLMD|8364	OMIM|602827
TWISTNB	TWISTNB	1.49499E+00	9.96E-06	Transcription factor	BrainSpLMD|221830	OMIM|608312
GPCPD1	GPCPD1	1.49231E+00	4.87E-07	Enzyme: Phosphodiesterase	BrainSpLMD|56261	OMIM|614124
CREB5	CREB5	1.48980E+00	1.11E-16	Transcription factor	BrainSpLMD|9586;Eurexp|euxassay_016386|axial skeleton, oral epithelium	
UBE2T	UBE2T	1.48692E+00	4.13E-05	Ubiquitin proteasome system protein	BrainSpLMD|29089;Eurexp|euxassay_004872|olfactory, respiratory, submandibular gland primordium, testis, thymus primordium, ventricular layer, vibrissa	OMIM|610538;HPO|29089|Abnormality of chromosome stability, Almond-shaped palpebral fissure, Anemia, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Bone marrow hypocellularity, Duplication of thumb phalanx, Global developmental delay, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Pancytopenia, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Short thumb, Thrombocytopenia
SLC5A3	SLC5A3	1.47571E+00	3.25E-05	Transport/cargo protein	BrainSpLMD|6526;Eurexp|euxassay_019742|axial muscle, cervical region, choroid plexus, extrinsic ocular muscle, nasal septum, pelvic girdle, rectum, turbinate bones, ventricular layer	OMIM|600444
HIF3A	HIF3A	1.47551E+00	0.007118287	Transcription factor	BrainSpLMD|64344;BrainSpMouseDev|32897	OMIM|609976
HK2	HK2	1.47252E+00	3.50E-11	Enzyme: Phosphotransferase	BrainSpLMD|3099	OMIM|601125
DPY30	DPY30	1.46470E+00	0.000280693	Unclassified	BrainSpLMD|84661;Eurexp|euxassay_011324|cortex, incisor, left lung, liver, midgut, molar, olfactory, pancreas, right lung, stomach, submandibular gland primordium, thymus primordium, thyroid, vomeronasal organ	OMIM|612032
HMGB1P5	HMGB1P5	1.46245E+00	0			
