id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
EDNRB	EDNRB	3.19670E+00	0	G protein coupled receptor	BrainSpLMD|1910;Eurexp|euxassay_002855|4th ventricle, bladder, choroid plexus, cochlear component, dorsal root ganglion, ductus deferens, facial VII, foregut-midgut junction, glossopharyngeal IX, heart, hindgut, inferior, intrinsic, lateral recess, loop, mantle layer, meninges, mesenchyme, midgut, oesophagus, rectum, stomach, superior, tail, tongue, trigeminal V, turbinate bones, urethra, ventral grey horn, ventricle, ventricular layer, vertebral axis muscle system, vestibular component, vestibulocochlear VIII;BrainSpMouseDev|13396	OMIM|131244;HPO|1910|Abdominal pain, Abnormal auditory evoked potentials, Abnormal macular morphology, Abnormality of vision, Aganglionic megacolon, Albinism, Ataxia, Autonomic dysregulation, Autosomal dominant inheritance, Autosomal recessive inheritance, Blue irides, Constipation, Global developmental delay, Hearing impairment, Heterochromia iridis, Heterogeneous, Hypopigmentation of the fundus, Hypopigmented skin patches, Intestinal obstruction, Large for gestational age, Leukodystrophy, Muscular hypotonia, Nausea and vomiting, Nystagmus, Olfactory lobe agenesis, Polyneuropathy, Premature graying of hair, Prominent nasal bridge, Sensorineural hearing impairment, Spastic paraparesis, Synophrys, Underdeveloped nasal alae, Weight loss, White eyebrow, White eyelashes, White forelock, Wide nasal bridge
S100B	S100B	3.14679E+00	0	Calcium binding protein	BrainSpLMD|6285;BrainSpMouseDev|19966	OMIM|176990
KAL1	KAL1	3.12345E+00	1.93E-11			
SIRPA	SIRPA	3.10384E+00	0	Cell surface receptor	BrainSpLMD|140885;Eurexp|euxassay_013621|embryo, floor plate, floorplate, mantle layer, marginal layer	OMIM|602461;COSMIC||HNSCC, colorectal cancer, Lung SCC
S100A16	S100A16	3.08472E+00	2.22E-16	Calcium binding protein	BrainSpLMD|140576;Eurexp|euxassay_004932|bladder, epidermis, hindgut, lung, medulla, metanephros, midgut, naris, oesophagus, olfactory, rectum, stomach, submandibular gland primordium, thymus primordium, urethra, ventricular layer, vibrissa	OMIM|617437
FAM181B	FAM181B	3.07121E+00	1.86E-09	Unclassified	BrainSpLMD|220382	
LRRC4C	LRRC4C	3.07000E+00	1.27E-14	Integral membrane protein	BrainSpLMD|57689	OMIM|608817
ATP13A4	ATP13A4	3.06861E+00	0	ATPase	BrainSpLMD|84239	OMIM|609556
RGS20	RGS20	3.05754E+00	5.79E-06	GTPase activating protein	BrainSpLMD|8601;Eurexp|euxassay_009661|ventricular layer	OMIM|607193
SLCO1C1	SLCO1C1	2.97892E+00	0	Membrane transport protein	BrainSpLMD|53919;Eurexp|euxassay_007061|4th ventricle, choroid plexus, forebrain, hindbrain, meninges, midbrain, spinal cord, ventricular layer	OMIM|613389
LGI1	LGI1	2.96161E+00	2.92E-12	Unclassified	BrainSpLMD|9211;Eurexp|euxassay_008470|brain, diaphragm, neural retina, olfactory, skeletal muscle, spinal cord, vertebral axis muscle system	OMIM|604619;HPO|9211|Auditory auras, Autosomal dominant inheritance, Focal seizures with impairment of consciousness or awareness, Focal seizures without impairment of consciousness or awareness, Generalized tonic-clonic seizures with focal onset, Incomplete penetrance
GJA1	GJA1	2.95588E+00	3.80E-14	Membrane transport protein	BrainSpLMD|2697;BrainSpMouseDev|14385	OMIM|121014;HPO|2697|2-4 toe cutaneous syndactyly, 3-4 toe syndactyly, 4-5 finger syndactyly, Abnormal blistering of the skin, Abnormal cortical bone morphology, Abnormality of dental enamel, Abnormality of dental morphology, Abnormality of the cerebral white matter, Abnormality of the fingernails, Abnormality of the metaphysis, Abnormality of the nasopharynx, Abnormality of the thorax, Absent middle phalanx of 5th finger, Alopecia, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the middle phalanges of the hand, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Basal ganglia calcification, Blepharophimosis, Bony paranasal bossing, Brachycephaly, Broad alveolar ridges, Broad columella, Broad long bones, Camptodactyly of finger, Carious teeth, Cataract, Cerebral calcification, Cleft palate, Cleft upper lip, Clinodactyly, Clinodactyly of the 5th finger, Club-shaped distal femur, Coarse facial features, Conductive hearing impairment, Congenital alopecia totalis, Congestive heart failure, Cranial hyperostosis, Craniofacial hyperostosis, Cubitus valgus, Curly hair, Cutaneous photosensitivity, Cyanosis, Delayed eruption of permanent teeth, Delayed eruption of teeth, Delayed skeletal maturation, Dental crowding, Dental malocclusion, Depressed nasal bridge, Diabetes mellitus, Downslanted palpebral fissures, Dry hair, Dry skin, Dysarthria, Dystrophic fingernails, Epicanthus, Epidermal acanthosis, Erythema, External ear malformation, Facial hyperostosis, Facial palsy, Failure to thrive, Fifth finger distal phalanx clinodactyly, Fine hair, Finger syndactyly, Fingernail dysplasia, First degree atrioventricular block, Flared metaphysis, Fragile nails, Frontal bossing, Gait disturbance, Generalized hyperkeratosis, Glaucoma, High forehead, High-grade hypermetropia, Hip dislocation, Hyperactive deep tendon reflexes, Hypergranulosis, Hypermelanotic macule, Hyperreflexia, Hypertelorism, Hypoplasia of dental enamel, Hypoplasia of teeth, Hypoplasia of the maxilla, Hypoplastic aortic arch, Hypoplastic left heart, Hypotelorism, Hypotrichosis, Infantile onset, Inlet ventricular septal defect, Intellectual disability, Joint contracture of the 5th finger, Large earlobe, Long nose, Long philtrum, Low-set ears, Macrocephaly, Macrodontia of permanent maxillary central incisor, Mandibular prognathia, Median cleft lip, Metaphyseal dysplasia, Microcephaly, Microcornea, Microdontia, Micrognathia, Microphthalmia, Mild global developmental delay, Mixed hearing impairment, Muscle weakness, Myopia, Nail dysplasia, Narrow mouth, Narrow nasal bridge, Narrow nose, Nasal obstruction, Neurogenic bladder, Optic atrophy, Osteopetrosis, Palmoplantar hyperkeratosis, Palmoplantar keratoderma, Paraparesis, Patchy palmoplantar keratoderma, Patchy sclerosis of finger phalanx, Persistent pupillary membrane, Phenotypic variability, Premature loss of primary teeth, Premature loss of teeth, Primum atrial septal defect, Prominent epicanthal folds, Pulmonary arterial hypertension, Reduced number of teeth, Seizures, Selective tooth agenesis, Short 5th finger, Short foot, Short middle phalanx of the 5th finger, Short nose, Short palpebral fissure, Short stature, Skeletal dysplasia, Skin rash, Slow-growing hair, Small hand, Sparse eyelashes, Sparse hair, Spastic paraparesis, Spasticity, Telecanthus, Tetraparesis, Thin anteverted nares, Thin vermilion border, Toe syndactyly, Underdeveloped nasal alae, Vertebral hyperostosis, Visual impairment, Weight loss, Wide nasal bridge
LUZP2	LUZP2	2.93868E+00	0	Unclassified	BrainSpLMD|338645;Eurexp|euxassay_015946|marginal layer, ventricular layer	OMIM|608178
C2orf72	C2orf72	2.93404E+00	3.86E-08	Unclassified	Eurexp|euxassay_008051|left, right, ventricular layer	
CLDN10	CLDN10	2.93235E+00	0	Integral membrane protein	BrainSpLMD|9071;Eurexp|euxassay_014336|epithelium, incisor, left lung, metanephros, molar, olfactory, oral epithelium, pancreas, right lung, vibrissa	OMIM|617579
SPON1	SPON1	2.91942E+00	0	Extracellular matrix protein	BrainSpLMD|10418;Eurexp|euxassay_009887|aorta, mandible, mantle layer, marginal layer, maxilla, pharyngo-tympanic tube, ventral grey horn, ventricular layer	OMIM|604989
BCAN	BCAN	2.91126E+00	0	Adhesion molecule	BrainSpLMD|63827;Eurexp|euxassay_018187|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|11818	OMIM|600347
TGFB2	TGFB2	2.88647E+00	3.50E-06	Growth factor	BrainSpLMD|7042;BrainSpMouseDev|21567	OMIM|190220;HPO|7042|Abnormality of the iris, Abnormality of the sternum, Aortic dissection, Aortic regurgitation, Arachnodactyly, Arterial tortuosity, Ascending aortic dissection, Autosomal dominant inheritance, Bruising susceptibility, Cardiomegaly, Chest pain, Coronary artery disease, Cutis marmorata, Cystic medial necrosis of the aorta, Descending aortic dissection, Dural ectasia, Exertional dyspnea, High palate, Hypertension, Inguinal hernia, Joint hyperflexibility, Left ventricular failure, Mitral valve prolapse, Paroxysmal dyspnea, Pes planus, Retrognathia, Scoliosis, Tall stature
B3GALTL	B3GALTL	2.87936E+00	0			
HOPX	HOPX	2.87348E+00	0	Transcription regulatory protein	BrainSpLMD|84525;Eurexp|euxassay_010529|anterior, atrium, external, lateral wall, mantle layer, midgut, ventricle, ventricular layer, vibrissa;BrainSpMouseDev|50159	OMIM|607275
IL17RB	IL17RB	2.82986E+00	4.95E-11	Cytokine receptor	BrainSpLMD|55540;Eurexp|euxassay_010478|thymus primordium	OMIM|605458
EGFR	EGFR	2.79111E+00	0	Receptor tyrosine kinase	BrainSpLMD|1956;Eurexp|euxassay_002564|axial skeleton, cervical region, diaphragm, epidermis, intermediate grey horn, lumbar region, mandible, mantle layer, maxilla, mesenchyme, nasal septum, phalanx, pharyngo-tympanic tube, primary palate, rib, sacral region, thoracic region, trachea, turbinate bones, upper arm, ventricular layer, vibrissa;BrainSpMouseDev|13427	OMIM|131550;COSMIC||glioma, NSCLC, NSCLC;HPO|1956|Alveolar cell carcinoma, Autosomal recessive inheritance, Epidermal acanthosis, Failure to thrive, Hypertension, Long eyelashes, Papule, Pustule, Recurrent bronchiolitis, Recurrent pneumonia, Vomiting
F3	F3	2.76614E+00	0	Coagulation factor	BrainSpLMD|2152;Eurexp|euxassay_009157|axial muscle, calyces, epithelium, larynx, left lung, midgut, olfactory, oral epithelium, pelvis, pharyngo-tympanic tube, pyloric region, rectum, right lung, ventricular layer, vibrissa	OMIM|134390
DTNA	DTNA	2.76394E+00	0	Unclassified	BrainSpLMD|1837;Eurexp|euxassay_010455|dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, stomach, trigeminal V, ventral grey horn, ventricular layer, vestibular component, vestibulocochlear VIII	OMIM|601239;HPO|1837|Atrial fibrillation, Autosomal dominant inheritance, Congestive heart failure, Hypoplastic left heart, Left ventricular hypertrophy, Left ventricular noncompaction, Left ventricular noncompaction cardiomyopathy, Mitral regurgitation, Patent ductus arteriosus, Sudden cardiac death, Ventricular arrhythmia, Ventricular septal defect
SLC6A11	SLC6A11	2.75331E+00	0	Membrane transport protein	BrainSpLMD|6538;Eurexp|euxassay_019686|intermediate grey horn, lung, mantle layer, ventral grey horn, ventricle, ventricular layer;BrainSpMouseDev|89107	OMIM|607952
C8orf46	C8orf46	2.72588E+00	7.26E-07	Unclassified	BrainSpLMD|254778	
RAB31	RAB31	2.72502E+00	0	GTPase	BrainSpLMD|11031;Eurexp|euxassay_003248|axial muscle, basal plate, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, submandibular gland primordium, thoracic, trigeminal V, vagus X, vibrissa	OMIM|605694
ZCCHC24	ZCCHC24	2.72032E+00	6.52E-13	DNA binding protein	BrainSpLMD|219654	
SLC4A4	SLC4A4	2.70147E+00	2.22E-16	Membrane transport protein	BrainSpLMD|8671;Eurexp|euxassay_019682|floor plate, floorplate, ventricular layer	OMIM|603345;HPO|8671|Autosomal recessive inheritance, Band keratopathy, Bicarbonate-wasting renal tubular acidosis, Cataract, Glaucoma, Growth delay, Hyperchloremic acidosis, Increased red cell osmotic resistance, Intellectual disability, Proximal renal tubular acidosis
GNG7	GNG7	2.65474E+00	1.07E-10	G protein	BrainSpLMD|2788;Eurexp|euxassay_002997|mantle layer, marginal layer	OMIM|604430
DPF3	DPF3	2.64311E+00	1.06E-11	DNA binding protein	BrainSpLMD|8110;Eurexp|euxassay_003306|mantle layer, marginal layer, neural retina, olfactory, stroma	OMIM|601672
WSCD1	WSCD1	2.62976E+00	0	Integral membrane protein	BrainSpLMD|23302;Eurexp|euxassay_007047|anterior, brain, calyces, cardiac muscle, ductus deferens, incisor, inner ear, mesenchyme, molar, olfactory, optic II, pelvis, posterior, renal/urinary system, retina, spinal cord, thymus primordium, ureter, vagus X, vertebral axis muscle system, vomeronasal organ	
SUCLG2	SUCLG2	2.61081E+00	1.66E-08	Enzyme: Ligase	BrainSpLMD|8801;Eurexp|euxassay_018982|hindgut, incisor, liver, lung, mandible, mantle layer, maxilla, metanephros, midgut, molar, olfactory, orbito-sphenoid, pancreas, pharyngo-tympanic tube, pituitary, stomach, submandibular gland primordium, thymus primordium, thyroid, urethra, ventricular layer, vertebral axis muscle system, vibrissa	SFARI||Autism, 6 - Evidence does not support role;OMIM|603922
ATP1A2	ATP1A2	2.60277E+00	0	ATPase	BrainSpLMD|477;Eurexp|euxassay_001505|brain, cervical, cervico-thoracic, cochlea, dorsal root ganglion, facial VII, forelimb, glossopharyngeal IX, hindlimb, mesenchyme, naris, neural retina, spinal cord, stroma, thoracic, tongue, trigeminal V, turbinate bones, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|62830	OMIM|182340;HPO|477|Abnormality of movement, Aphasia, Apraxia, Ataxia, Autosomal dominant inheritance, Blurred vision, Choreoathetosis, Coma, Confusion, Diplopia, Drowsiness, Dysarthria, Dysphasia, Dystonia, Episodic ataxia, Episodic hemiplegia, Episodic quadriplegia, Fever, Generalized tonic-clonic seizures, Hemiparesis, Hemiplegia, Hemiplegia/hemiparesis, Heterogeneous, Incomplete penetrance, Intellectual disability, Mental deterioration, Migraine with aura, Nystagmus, Seizures, Transient unilateral blurring of vision, Vertigo
SLC1A2	SLC1A2	2.60043E+00	0	Membrane transport protein	BrainSpLMD|6506;Eurexp|euxassay_009471|brain, spinal cord;BrainSpMouseDev|20273	SFARI||Autism, No category;OMIM|600300;HPO|6506|Autosomal dominant inheritance, Cerebral atrophy, Epileptic encephalopathy, Flexion contracture, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Intellectual disability, profound, Kyphoscoliosis, Neonatal onset, Seizures
RPL10AP6	RPL10AP6	2.58531E+00	1.45E-09			
MTMR10	MTMR10	2.57091E+00	0.000131108	Unclassified	BrainSpLMD|54893;Eurexp|euxassay_012297|olfactory, ventricular layer, vibrissa, vomeronasal organ	
SPATA6	SPATA6	2.55316E+00	1.63E-14	Unclassified	BrainSpLMD|54558	OMIM|613947
ITPR2	ITPR2	2.54794E+00	8.93E-13	Transport/cargo protein	BrainSpLMD|3709;Eurexp|euxassay_013833|mantle layer	OMIM|600144;HPO|3709|Anhidrosis, Autosomal recessive inheritance, Generalized anhidrosis, Heat intolerance
LRIG1	LRIG1	2.53888E+00	0	Cell surface receptor	BrainSpLMD|26018	OMIM|608868
HEPACAM	HEPACAM	2.51267E+00	0	Adhesion molecule	BrainSpLMD|220296	SFARI||Autism, No category;OMIM|611642;HPO|220296|Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cerebellar atrophy, Cerebral atrophy, Clumsiness, Diffuse spongiform leukoencephalopathy, Diffuse swelling of cerebral white matter, Dysarthria, Generalized hypotonia, Infantile onset, Intellectual disability, Intellectual disability, mild, Macrocephaly, Megalencephaly, Motor delay, Progressive neurologic deterioration, Seizures, Slow progression, Spasticity, Ventriculomegaly
ATP1B2	ATP1B2	2.51040E+00	0	ATPase	BrainSpLMD|482;Eurexp|euxassay_011653|lobe, pituitary, ventral grey horn, ventricular layer;BrainSpMouseDev|11718	OMIM|182331
SLC38A3	SLC38A3	2.49051E+00	7.70E-13	Membrane transport protein	BrainSpLMD|10991;Eurexp|euxassay_019715|brain, lung, pancreas, pericardium, spinal cord	OMIM|604437
SLC15A2	SLC15A2	2.48056E+00	3.86E-14	Membrane transport protein	BrainSpLMD|6565	OMIM|602339
BDH2	BDH2	2.46637E+00	5.27E-07	Enzyme: Oxidoreductase	BrainSpLMD|56898	
ARAP2	ARAP2	2.46414E+00	1.80E-11	GTPase activating protein	BrainSpLMD|116984	OMIM|606645
ADRB1	ADRB1	2.45216E+00	1.90E-10	G protein coupled receptor	BrainSpLMD|153;BrainSpMouseDev|11341	OMIM|109630
DBI	DBI	2.44499E+00	0	Ligand	BrainSpLMD|1622;BrainSpMouseDev|12947	OMIM|125950
LINC01351	LINC01351	2.42995E+00	2.38E-11			
CCDC80	CCDC80	2.41677E+00	0	Unclassified	BrainSpLMD|151887	OMIM|608298
IGFBP5	IGFBP5	2.40571E+00	0.000131411	Adhesion molecule	BrainSpLMD|3488;Eurexp|euxassay_001623|limb, tail, vertebral axis muscle system;BrainSpMouseDev|15784	OMIM|146734
EFHD2	EFHD2	2.40034E+00	8.17E-12	Unclassified	BrainSpLMD|79180;Eurexp|euxassay_000316|brain, forebrain, telencephalon	OMIM|616450
GATM	GATM	2.39182E+00	0	Enzyme: Amidinotransferase	BrainSpLMD|2628;Eurexp|euxassay_005674|diaphragm, footplate, frenulum, handplate, lower leg, paraxial mesenchyme, shoulder, skeletal muscle, upper arm, upper leg, vertebral axis muscle system	SFARI||Autism, No category;OMIM|602360;HPO|2628|Abnormality of creatine metabolism, Autism, Autosomal recessive inheritance, Delayed speech and language development, Failure to thrive, Global developmental delay, Infantile onset, Intellectual disability, Organic aciduria
PMP2	PMP2	2.38388E+00	0	Transport/cargo protein	BrainSpLMD|5375	OMIM|170715
TRIL	TRIL	2.37375E+00	2.00E-14		BrainSpLMD|9865	OMIM|613356
PLEKHG1	PLEKHG1	2.34622E+00	3.45E-06	Unclassified	BrainSpMouseDev|84601	
CSGALNACT1	CSGALNACT1	2.32839E+00	1.09E-11	Enzyme: Transferase	BrainSpLMD|55790	OMIM|616615
RGCC	RGCC	2.32633E+00	6.08E-11	Cell cycle control protein	BrainSpLMD|28984;Eurexp|euxassay_007417|dorsal root ganglion, facial VII, glossopharyngeal IX, left, liver, mandible, mantle layer, marginal layer, maxilla, mesenchyme, right, thymus primordium, thyroid, trigeminal V, ventral grey horn, ventricular layer	OMIM|610077
PARP9	PARP9	2.32313E+00	1.63E-05	Unclassified	BrainSpLMD|83666;Eurexp|euxassay_010721|thymus primordium	OMIM|612065
P2RY1	P2RY1	2.30409E+00	1.26E-07	G protein coupled receptor	BrainSpLMD|5028	OMIM|601167
GLUD1	GLUD1	2.28311E+00	0	Enzyme: Dehydrogenase	BrainSpLMD|2746	OMIM|138130;HPO|2746|Asymptomatic hyperammonemia, Autosomal dominant inheritance, Heterogeneous, Hyperinsulinemic hypoglycemia, Hypoglycemic coma, Hypoglycemic seizures, Intellectual disability
TNC	TNC	2.28047E+00	0	Adhesion molecule	BrainSpLMD|3371;Eurexp|euxassay_009501|axial skeleton, basioccipital bone, basisphenoid bone, clavicle, cochlea, cochlear duct, diaphragm, dorsal grey horn, dorsal root ganglion, exoccipital bone, fibula, handplate, humerus, lip, lung, mandible, mantle layer, maxilla, maxillary division, mesenchyme, molar, nasal septum, oesophagus, orbito-sphenoid, palatal shelf, pelvic girdle, penis, pharyngo-tympanic tube, rib, scapula, skeletal muscle, sternum, temporal bone, thymus primordium, tibia, tongue, trigeminal V, vault of skull, ventral grey horn, ventricle, ventricular layer, vibrissa;BrainSpMouseDev|21680	OMIM|187380;COSMIC||SCC, melanoma;HPO|3371|Autosomal dominant inheritance, Hearing impairment
GRM3	GRM3	2.27256E+00	4.66E-09	G protein coupled receptor	BrainSpLMD|2913;BrainSpMouseDev|72231	OMIM|601115;COSMIC||melanoma, oral SCC
MYO1E	MYO1E	2.27007E+00	0.005367506	Motor protein	BrainSpLMD|4643	OMIM|601479;HPO|4643|Autosomal recessive inheritance, Chronic kidney disease, Edema, Focal segmental glomerulosclerosis, Hematuria, Hypoalbuminemia, Nephrotic syndrome, Progressive, Proteinuria, Tubular atrophy
ERAP1	ERAP1	2.26623E+00	0.000807184	Aminopeptidase	BrainSpLMD|51752;Eurexp|euxassay_002116|thymus primordium	OMIM|606832;HPO|51752|Abdominal pain, Abnormal blistering of the skin, Acne, Arthralgia, Arthritis, Confusion, Fatigue, Fever, Gait disturbance, Gastrointestinal hemorrhage, Hemiparesis, Immunologic hypersensitivity, Meningitis, Migraine, Myalgia, Nausea and vomiting, Oral ulcer, Orchitis, Papule, Photophobia, Recurrent aphthous stomatitis, Subcutaneous nodule, Vasculitis, Venous thrombosis
ACACB	ACACB	2.25336E+00	5.80E-05	Enzyme: Carboxylase	BrainSpLMD|32	OMIM|601557
ABCC9	ABCC9	2.24066E+00	0	Ion channel	BrainSpLMD|10060	OMIM|601439;HPO|10060|Abnormality of the hand, Abnormality of the metacarpal bones, Abnormality of the metaphysis, Anteverted nares, Autosomal dominant inheritance, Bicuspid aortic valve, Blepharophimosis, Broad first metatarsal, Broad hallux, Broad hallux phalanx, Broad ribs, Bulbous nose, Cardiomegaly, Coarse facial features, Congenital hypertrophy of left ventricle, Congenital, generalized hypertrichosis, Coxa valga, Craniofacial hyperostosis, Cuboid-shaped vertebral bodies, Curly eyelashes, Deep plantar creases, Delayed skeletal maturation, Depressed nasal bridge, Dilated cardiomyopathy, Epicanthus, Erlenmeyer flask deformity of the femurs, Everted lower lip vermilion, Furrowed tongue, Generalized hirsutism, Gingival overgrowth, Highly arched eyebrow, Hypertelorism, Hypoplastic ischiopubic rami, Intellectual disability, mild, Joint hyperflexibility, Large for gestational age, Large hands, Large sella turcica, Long eyelashes, Long nose, Long philtrum, Low anterior hairline, Low posterior hairline, Lymphedema, Macrocephaly, Macroglossia, Metaphyseal widening, Micrognathia, Narrow chest, Osteoporosis, Ovoid vertebral bodies, Palpebral edema, Paroxysmal atrial fibrillation, Patent ductus arteriosus, Pericardial effusion, Platyspondyly, Prominent forehead, Prominent supraorbital ridges, Short distal phalanx of finger, Short hallux, Short neck, Skeletal dysplasia, Sloping forehead, Synophrys, Thick eyebrow, Thick lower lip vermilion, Thick nasal alae, Thick upper lip vermilion, Thick vermilion border, Thickened skin, Umbilical hernia, Wide mouth, Wide nasal bridge, Widened posterior fossa
ITGA6	ITGA6	2.23936E+00	2.25E-12	Cell surface receptor	BrainSpLMD|3655;Eurexp|euxassay_012071|cortex, incisor, lung, mantle layer, metanephros, molar, pancreas, penis, rectum, ventral grey horn, ventricle	OMIM|147556;HPO|3655|Abdominal distention, Abnormality of the genitourinary system, Anonychia, Aplasia cutis congenita, Aplasia of the bladder, Arthrogryposis multiplex congenita, Atrophic scars, Autosomal recessive inheritance, Axillary pterygia, Congenital onset, Congenital pyloric atresia, Death in infancy, Ectropion, Elevated maternal serum alpha-fetoprotein, Esophageal atresia, Fragile skin, Hematuria, Hydronephrosis, Hypoplasia of dental enamel, Intestinal atresia, Intractable diarrhea, Junctional split, Milia, Nail dysplasia, Nail dystrophy, Nausea and vomiting, Oral mucosal blisters, Polyhydramnios, Recurrent skin infections, Renal duplication, Renal dysplasia, Ureterocele, Urethral stricture, Urinary bladder inflammation
SEZ6L	SEZ6L	2.22457E+00	0	Integral membrane protein	BrainSpLMD|23544;Eurexp|euxassay_009459|brain, neural retina, spinal cord	OMIM|607021
SLC1A3	SLC1A3	2.22308E+00	0	Transport/cargo protein	BrainSpLMD|6507;Eurexp|euxassay_001899|mantle layer, thymus primordium, tongue, ventral grey horn, ventricular layer;BrainSpMouseDev|20274	OMIM|600111;HPO|6507|Autosomal dominant inheritance, Cerebellar hypoplasia, Diplopia, Dysarthria, Episodic ataxia, Generalized hypotonia, Hemiparesis, Hemiplegia, Migraine, Motor delay, Nausea, Phonophobia, Photophobia, Seizures, Slurred speech, Truncal ataxia, Vertigo, Vomiting
SSPN	SSPN	2.21933E+00	4.41E-09	Integral membrane protein	BrainSpLMD|8082	OMIM|601599
